Position,Team,Tweets per user per team
1,#ManchesterUnited,1.7563636363636363
2,#Chelsea,1.6140065146579805
3,#Juventus,1.4606918238993711
4,#Barcelona,1.437994722955145
5,#RealMadrid,1.2861915367483296
